Date,Close
6/26/2017,34.97
6/27/2017,34.98
6/28/2017,35.71
6/29/2017,35.54
6/30/2017,36.09
7/3/2017,35.78
7/5/2017,35.59
7/6/2017,35.15
7/7/2017,35.17
7/10/2017,34.34
7/11/2017,34.3
7/12/2017,34.47
7/13/2017,34.99
7/14/2017,34.9
7/17/2017,35.18
7/18/2017,34.98
7/19/2017,35.15
7/20/2017,34.8
7/21/2017,34.46
7/24/2017,33.45
7/25/2017,34.35
7/26/2017,34.24
7/27/2017,34.82
7/28/2017,34.8
7/31/2017,35.16
8/1/2017,35.36
8/2/2017,35.26
8/3/2017,34.8
8/4/2017,35.08
8/7/2017,35.34
8/8/2017,35.75
8/9/2017,35.63
8/10/2017,35.13
8/11/2017,35.53
8/14/2017,34.81
8/15/2017,35.08
8/16/2017,35.8
8/17/2017,35.13
8/18/2017,35.24
8/21/2017,35.73
8/22/2017,35.8
8/23/2017,35.8
8/24/2017,35.45
8/25/2017,35.84
8/28/2017,35.9
8/29/2017,35.74
8/30/2017,36.03
8/31/2017,36.15
9/1/2017,36.19
9/5/2017,36.17
9/6/2017,36.52
9/7/2017,36.46
9/8/2017,36.2
9/11/2017,36.42
9/12/2017,36.77
9/13/2017,36.74
9/14/2017,36.6
9/15/2017,36.87
9/18/2017,36.71
9/19/2017,36.42
9/20/2017,36.21
9/21/2017,36.41
9/22/2017,36.23
9/25/2017,36.92
9/26/2017,36.89
9/27/2017,37.08
9/28/2017,36.98
9/29/2017,36.87
10/2/2017,36.7
10/3/2017,36.91
10/4/2017,36.83
10/5/2017,36.91
10/6/2017,36.8
10/9/2017,36.52
10/10/2017,36.13
10/11/2017,36.28
10/12/2017,35.89
10/13/2017,36.03
10/16/2017,35.59
10/17/2017,35.9
10/18/2017,35.65
10/19/2017,35.71
10/20/2017,36.05
10/23/2017,36.1
10/24/2017,35.87
10/25/2017,35.72
10/26/2017,35.74
10/27/2017,35.27
10/30/2017,34.67
10/31/2017,34.9
11/1/2017,34.86
11/2/2017,35.1
11/3/2017,34.3
11/6/2017,34.12
11/7/2017,34.15
11/8/2017,33.99
11/9/2017,34.63
11/10/2017,35.11
11/13/2017,35.38
11/14/2017,33.97
11/15/2017,34.52
11/16/2017,34.53
11/17/2017,35.51
11/20/2017,35.6
11/21/2017,35.62
11/22/2017,35.28
11/24/2017,35.44
11/27/2017,35.48
11/28/2017,36.33
11/29/2017,37.39
11/30/2017,37.78
12/1/2017,37.67
12/4/2017,38.5
12/5/2017,37.8
12/6/2017,37.53
12/7/2017,36.92
12/8/2017,36.94
12/11/2017,36.65
12/12/2017,36.81
12/13/2017,36.95
12/14/2017,36.71
12/15/2017,37.09
12/18/2017,37.74
12/19/2017,38.03
12/20/2017,37.9
12/21/2017,38.15
12/22/2017,38.13
12/26/2017,38.73
12/27/2017,38.49
12/28/2017,38.19
12/29/2017,38.23
1/2/2018,38.35
1/3/2018,37.66
1/4/2018,37.72
1/5/2018,38.58
1/8/2018,37.83
1/9/2018,37.75
1/10/2018,38.14
1/11/2018,38.44
1/12/2018,39.14
1/16/2018,38.3
1/17/2018,38.29
1/18/2018,38.63
1/19/2018,39.45
1/22/2018,39.73
1/23/2018,39.66
1/24/2018,39.63
1/25/2018,39.63
1/26/2018,40.26
1/29/2018,40.42
1/30/2018,40.17
1/31/2018,40.16
2/1/2018,40.05
2/2/2018,39.24
2/5/2018,38.03
2/6/2018,37.99
2/7/2018,38.1
2/8/2018,37.18
2/9/2018,37.82
2/12/2018,37.85
2/13/2018,37.78
2/14/2018,38.28
2/15/2018,38.99
2/16/2018,38.94
2/20/2018,38.19
2/21/2018,37.92
2/22/2018,38.2
2/23/2018,38.98
2/26/2018,39.42
2/27/2018,38.66
2/28/2018,41.34
3/1/2018,41.42
3/2/2018,41.83
3/5/2018,41.92
3/6/2018,42.2
3/7/2018,41.32
3/8/2018,41.33
3/9/2018,41.34
3/12/2018,41.24
3/13/2018,41.15
3/14/2018,40.94
3/15/2018,40.67
3/16/2018,40.71
3/19/2018,40.7
3/20/2018,40.92
3/21/2018,41.44
3/22/2018,40.5
3/23/2018,39.94
3/26/2018,40.53
3/27/2018,40.22
3/28/2018,40.35
3/29/2018,40.78
4/2/2018,40.28
4/3/2018,41.17
4/4/2018,41.99
4/5/2018,42.48
4/6/2018,41.72
4/9/2018,41.31
4/10/2018,41.19
4/11/2018,41.03
4/12/2018,41.27
4/13/2018,40.63
4/16/2018,41.37
4/17/2018,41.73
4/18/2018,41.59
4/19/2018,41.32
4/20/2018,41.24
4/23/2018,41.62
4/24/2018,41.55
4/25/2018,41.67
4/26/2018,42.55
4/27/2018,43.25
4/30/2018,42.43
5/1/2018,41.79
5/2/2018,41.77
5/3/2018,41.78
5/4/2018,41.42
5/7/2018,40.95
5/8/2018,41.29
5/9/2018,41.95
5/10/2018,41.64
5/11/2018,42.04
5/14/2018,42.46
5/15/2018,42.8
5/16/2018,42.6
5/17/2018,43.14
5/18/2018,42.4
5/21/2018,42.35
5/22/2018,43.73
5/23/2018,43.95
5/24/2018,44.37
5/25/2018,44.06
5/29/2018,44.19
5/30/2018,44.89
5/31/2018,45.16
6/1/2018,45.21
6/4/2018,46.48
6/5/2018,47.02
6/6/2018,47.15
6/7/2018,47.25
6/8/2018,47.47
6/11/2018,47.51
6/12/2018,47.71
6/13/2018,47.37
6/14/2018,47.28
6/15/2018,47.59
6/18/2018,47.98
6/19/2018,47.88
6/20/2018,48.36
6/21/2018,48.15
6/22/2018,47.54
6/25/2018,47.61
6/26/2018,47.59
6/27/2018,47.11
6/28/2018,47.67
6/29/2018,47.59
7/2/2018,47.46
7/3/2018,47.58
7/5/2018,47.54
7/6/2018,47.78
7/9/2018,47.85
7/10/2018,47.52
7/11/2018,47.68
7/12/2018,47.13
7/13/2018,47.67
7/16/2018,47.6
7/17/2018,48.15
7/18/2018,48.31
7/19/2018,48.85
7/20/2018,48.54
7/23/2018,48.78
7/24/2018,48.51
7/25/2018,48.84
7/26/2018,48.76
7/27/2018,48.28
7/30/2018,48.39
7/31/2018,48.63
8/1/2018,48.21
8/2/2018,48.73
8/3/2018,48.8
8/6/2018,49.13
8/7/2018,49.37
8/8/2018,49.87
8/9/2018,49.91
8/10/2018,50.35
8/13/2018,49.68
8/14/2018,50.5
8/15/2018,49.5
8/16/2018,49.77
8/17/2018,50.18
8/20/2018,50.83
8/21/2018,53.23
8/22/2018,52.88
8/23/2018,53.73
8/24/2018,54.03
8/27/2018,53.73
8/28/2018,53.81
8/29/2018,54.27
8/30/2018,54.26
8/31/2018,54.99
9/4/2018,55.72
9/5/2018,55.57
9/6/2018,55.3
9/7/2018,54.97
9/10/2018,55.41
9/11/2018,55.2
9/12/2018,55.15
9/13/2018,54.49
9/14/2018,54.39
9/17/2018,53.98
9/18/2018,54.54
9/19/2018,54.69
9/20/2018,54.78
9/21/2018,54.86
9/24/2018,54.86
9/25/2018,55.16
9/26/2018,55.87
9/27/2018,55.91
9/28/2018,56.01
10/1/2018,56.12
10/2/2018,55.21
10/3/2018,55.17
10/4/2018,55.14
10/5/2018,55.15
10/8/2018,55.41
10/9/2018,55.7
10/10/2018,54.32
10/11/2018,53.88
10/12/2018,54.72
10/15/2018,55.26
10/16/2018,56.13
10/17/2018,55.4
10/18/2018,54.82
10/19/2018,53.63
10/22/2018,54.33
10/23/2018,53.46
10/24/2018,53.12
10/25/2018,53.25
10/26/2018,53.27
10/29/2018,54.2
10/30/2018,55.09
10/31/2018,54.94
11/1/2018,55.07
11/2/2018,54.75
11/5/2018,55.14
11/6/2018,54.78
11/7/2018,55.42
11/8/2018,55.54
11/9/2018,55.64
11/12/2018,54.57
11/13/2018,53.75
11/14/2018,52.64
11/15/2018,52.47
11/16/2018,51.49
11/19/2018,48.96
11/20/2018,46.82
11/21/2018,46.16
11/23/2018,45.86
11/26/2018,46.12
11/27/2018,45.55
11/28/2018,47.85
11/29/2018,47.49
11/30/2018,48.85
12/3/2018,48.39
12/4/2018,47.17
12/6/2018,46.46
12/7/2018,45.29
12/10/2018,46.21
12/11/2018,45.73
12/12/2018,46.1
12/13/2018,45.81
12/14/2018,45.22
12/17/2018,44.34
12/18/2018,44.07
12/19/2018,43.64
12/20/2018,42.43
12/21/2018,41.93
12/24/2018,41.63
12/26/2018,43.84
12/27/2018,43.84
12/28/2018,43.81
12/31/2018,44.74
1/2/2019,44.66
1/3/2019,44.19
1/4/2019,45.4
1/7/2019,46.62
1/8/2019,47.31
1/9/2019,47.27
1/10/2019,47.09
1/11/2019,47.46
1/14/2019,46.78
1/15/2019,47.32
1/16/2019,47.53
1/17/2019,48
1/18/2019,49.16
1/22/2019,48.74
1/23/2019,48.64
1/24/2019,48.68
1/25/2019,48.87
1/28/2019,48.96
1/29/2019,48.74
1/30/2019,48.9
1/31/2019,49.73
2/1/2019,48.9
2/4/2019,48.99
2/5/2019,49.22
2/6/2019,48.76
2/7/2019,48.52
2/8/2019,48.94
2/11/2019,49.1
2/12/2019,49.75
2/13/2019,49.89
2/14/2019,49.5
2/15/2019,50.23
2/19/2019,50.48
2/20/2019,50.51
2/21/2019,50.13
2/22/2019,50.35
2/25/2019,49.4
2/26/2019,49.72
2/27/2019,51.56
2/28/2019,51.29
3/1/2019,52.02
3/4/2019,51.41
3/5/2019,51.66
3/6/2019,51.93
3/7/2019,51.75
3/8/2019,50.72
3/11/2019,51.7
3/12/2019,51.94
3/13/2019,52.48
3/14/2019,52.1
3/15/2019,51.77
3/18/2019,52.35
3/19/2019,52.22
3/20/2019,52.54
3/21/2019,52.49
3/22/2019,52.34
3/25/2019,52.79
3/26/2019,52.84
3/27/2019,53.06
3/28/2019,53.06
3/29/2019,53.21
4/1/2019,53.21
4/2/2019,53.08
4/3/2019,53.17
4/4/2019,54.25
4/5/2019,54.11
4/8/2019,54.33
4/9/2019,53.82
4/10/2019,54.44
4/11/2019,53.89
4/12/2019,53.97
4/15/2019,54.24
4/16/2019,54.49
4/17/2019,55.06
4/18/2019,55.12
4/22/2019,54.41
4/23/2019,55.19
4/24/2019,55.42
4/25/2019,55.08
4/26/2019,55.06
4/29/2019,54.78
4/30/2019,54.88
5/1/2019,53.94
5/2/2019,54.45
5/3/2019,54.03
5/6/2019,54.19
5/7/2019,53.42
5/8/2019,54.01
5/9/2019,53.84
5/10/2019,54.24
5/13/2019,52.48
5/14/2019,52.58
5/15/2019,52.34
5/16/2019,52.69
5/17/2019,53.04
5/20/2019,52.97
5/21/2019,53.26
5/22/2019,51.72
5/23/2019,52.16
5/24/2019,51.62
5/28/2019,50.07
5/29/2019,49.73
5/30/2019,50.56
5/31/2019,50.29
6/3/2019,49.89
6/4/2019,50.7
6/5/2019,51.16
6/6/2019,50.9
6/7/2019,51.92
6/10/2019,51.63
6/11/2019,52.06
6/12/2019,52.13
6/13/2019,52.82
6/14/2019,53.34
6/17/2019,53.56
6/18/2019,53.83
6/19/2019,54.14
6/20/2019,53.83
6/21/2019,52.93
6/24/2019,52.78
6/25/2019,53.05
6/26/2019,52.85
6/27/2019,52.88
6/28/2019,52.88
7/1/2019,52.96
7/2/2019,52.78
7/3/2019,53.92
7/5/2019,54.43
7/8/2019,54.95
7/9/2019,54.79
7/10/2019,55.16
7/11/2019,55.86
7/12/2019,56.69
7/15/2019,56.47
7/16/2019,56.22
7/17/2019,56.3
7/18/2019,55.22
7/19/2019,54.64
7/22/2019,54.2
7/23/2019,54.65
7/24/2019,55
7/25/2019,55.05
7/26/2019,55.76
7/29/2019,55.44
7/30/2019,54.98
7/31/2019,54.56
8/1/2019,52.59
8/2/2019,52.36
8/5/2019,50.7
8/6/2019,52.35
8/7/2019,52.17
8/8/2019,53.53
8/9/2019,52.96
8/12/2019,51.72
8/13/2019,53.54
8/14/2019,51.43
8/15/2019,50.2
8/16/2019,51.39
8/19/2019,51.55
8/20/2019,51.51
8/21/2019,53.5
8/22/2019,54.88
8/23/2019,53.09
8/26/2019,53.45
8/27/2019,53.41
8/28/2019,54.61
8/29/2019,55.4
8/30/2019,54.97
9/3/2019,54.27
9/4/2019,54.4
9/5/2019,55.77
9/6/2019,56.14
9/9/2019,56.79
9/10/2019,56.92
9/11/2019,56.7
9/12/2019,56.75
9/13/2019,56.58
9/16/2019,55.43
9/17/2019,55.89
9/18/2019,56.27
9/19/2019,56.46
9/20/2019,54.81
9/23/2019,55.19
9/24/2019,55.3
9/25/2019,55.52
9/26/2019,55.22
9/27/2019,54.83
9/30/2019,55.74
10/1/2019,55.39
10/2/2019,54.19
10/3/2019,53.98
10/4/2019,55.29
10/7/2019,55.73
10/8/2019,55.42
10/9/2019,56.11
10/10/2019,57.43
10/11/2019,58.57
10/14/2019,58.12
10/15/2019,58.48
10/16/2019,59.29
10/17/2019,60.49
10/18/2019,60.36
10/21/2019,59.91
10/22/2019,60.36
10/23/2019,59.68
10/24/2019,59.11
10/25/2019,59.1
10/28/2019,58.34
10/29/2019,57.51
10/30/2019,58.56
10/31/2019,57.65
11/1/2019,58.01
11/4/2019,58.65
11/5/2019,59.22
11/6/2019,58.83
11/7/2019,59.3
11/8/2019,59.23
11/11/2019,58.55
11/12/2019,58.4
11/13/2019,58.44
11/14/2019,59.18
11/15/2019,59.82
11/18/2019,59.55
11/19/2019,60.64
11/20/2019,59.32
11/21/2019,59.12
11/22/2019,59.18
11/25/2019,59.35
11/26/2019,60.35
11/27/2019,60.97
11/29/2019,61.13
12/2/2019,60.4
12/3/2019,59.5
12/4/2019,59.88
12/5/2019,59.57
12/6/2019,59.84
12/9/2019,60.36
12/10/2019,60.24
12/11/2019,60.39
12/12/2019,60.86
12/13/2019,60.37
12/16/2019,60.6
12/17/2019,60.75
12/18/2019,60.5
12/19/2019,60.25
12/20/2019,59.98
12/23/2019,60.04
12/24/2019,60.38
12/26/2019,60.82
12/27/2019,60.85
12/30/2019,61.17
12/31/2019,61.06
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
